num_tasks,burst_mean,burst_std,arrival_mean,arrival_std,burst_min,burst_max,arrival_min,arrival_max,priority_mean,priority_std,best_algo
6,11.166666666666666,4.775516260631467,3.3333333333333335,2.494438257849294,3,19,0,7,3.5,1.2583057392117916,0
13,11.76923076923077,4.9326829359635065,4.923076923076923,2.70217970311543,3,19,0,9,2.230769230769231,1.5268794800984007,0
4,9.0,3.605551275463989,4.5,2.29128784747792,4,14,2,8,3.75,1.6393596310755,0
3,7.666666666666667,4.9216076867444665,4.666666666666667,2.494438257849294,2,14,2,8,3.0,0.816496580927726,0
4,10.0,3.24037034920393,4.25,2.384848003542364,6,15,1,7,3.0,1.5811388300841898,0
8,5.625,2.9553976043842223,3.125,1.4523687548277813,3,13,0,5,2.875,1.5360257159305635,0
3,10.666666666666666,3.681787005729087,4.666666666666667,3.0912061651652345,6,15,2,9,4.333333333333333,0.4714045207910317,0
14,8.928571428571429,6.518811084790207,4.928571428571429,2.8899897605919875,1,19,0,8,3.0,1.2535663410560174,0
11,11.272727272727273,6.282600924789453,3.727272727272727,2.86327559054975,2,19,0,9,2.909090909090909,1.5640591394622958,0
8,12.0,4.769696007084728,5.5,3.122498999199199,6,19,0,9,3.25,1.1989578808281798,0
12,9.416666666666666,4.75146176338281,4.5,2.7233557730613653,1,17,0,9,3.0833333333333335,1.3202482931462383,0
3,8.0,1.632993161855452,7.0,1.4142135623730951,6,10,5,8,1.3333333333333333,0.4714045207910317,0
15,7.733333333333333,5.744175794276804,5.066666666666666,2.9769484749021475,2,19,0,9,3.2666666666666666,1.2364824660660938,0
5,11.2,5.455272678794342,4.2,1.6,1,17,2,7,3.6,1.019803902718557,0
6,14.833333333333334,4.297932319409209,4.333333333333333,2.748737083745107,6,18,0,8,3.6666666666666665,1.4907119849998598,0
7,14.857142857142858,3.562846832382836,4.571428571428571,3.155817433482074,9,19,0,9,3.4285714285714284,0.9035079029052513,0
13,8.307692307692308,4.392031514960061,5.230769230769231,3.2142434485809503,1,16,0,9,3.076923076923077,1.327898192433236,0
9,12.0,5.055250296034367,5.777777777777778,3.3259176771323924,4,18,0,9,3.0,1.699673171197595,0
3,11.0,2.449489742783178,1.6666666666666667,1.699673171197595,8,14,0,4,2.3333333333333335,1.247219128924647,0
11,9.090909090909092,6.0820831577009935,4.0,2.6285149626910838,1,17,0,8,1.9090909090909092,1.1642044068059725,0
5,11.4,3.7202150475476548,4.4,1.4966629547095764,7,17,3,7,2.6,1.019803902718557,0
4,7.0,2.5495097567963922,6.25,1.299038105676658,4,10,4,7,2.25,1.0897247358851685,0
5,9.8,5.230678732248808,4.4,3.2619012860600183,4,16,0,8,3.2,1.16619037896906,0
8,9.625,6.4408365139941255,5.5,2.179449471770337,1,19,1,9,3.0,1.224744871391589,0
11,10.727272727272727,4.614028196527098,5.454545454545454,3.367319850445843,2,19,0,9,2.909090909090909,1.504813214295168,0
10,9.7,5.745432968889291,4.7,2.6476404589747453,3,17,2,9,3.7,1.004987562112089,0
6,7.333333333333333,4.6067583203617515,3.1666666666666665,2.1921577396609844,2,16,0,6,2.3333333333333335,1.3743685418725535,0
10,10.5,6.119640512317697,4.8,2.4819347291981715,1,19,1,8,3.2,1.5362291495737217,0
5,5.0,2.756809750418044,3.4,1.7435595774162693,1,9,0,5,3.2,1.16619037896906,0
14,10.214285714285714,5.544348105807151,5.285714285714286,2.710523708715754,1,17,0,9,2.5,1.4516001023501126,0
8,11.125,4.5397549493337195,3.375,2.2878756522153907,4,16,0,7,3.375,1.7275343701356567,0
6,8.5,6.13052471924984,6.0,2.309401076758503,1,17,3,9,3.1666666666666665,1.5723301886761005,0
8,9.375,4.741769184597665,4.375,2.4462982238476156,1,16,0,9,3.25,1.1989578808281798,0
10,10.1,5.146843692983109,5.5,2.29128784747792,1,18,1,9,2.9,1.6401219466856727,0
12,10.75,5.2141634036535525,3.6666666666666665,3.2744804507314167,1,19,0,8,2.1666666666666665,1.1426091000668408,0
13,8.923076923076923,5.341586316694529,4.384615384615385,2.338259100549333,1,18,0,9,2.3846153846153846,1.1461280327501029,0
8,11.125,4.567206476611277,4.0,2.7386127875258306,2,16,0,9,2.625,1.4947825928876748,0
9,8.0,4.216370213557839,4.444444444444445,3.654863156310784,3,14,0,9,2.7777777777777777,1.0304020550550783,0
15,6.6,5.851495535331118,4.066666666666666,3.129785225148134,1,19,0,9,2.7333333333333334,1.2892719737209144,0
7,8.571428571428571,6.207303137828695,3.5714285714285716,3.0169588688489823,1,17,0,9,4.0,0.7559289460184544,0
9,9.666666666666666,5.270462766947299,3.888888888888889,2.4241582476968255,1,17,0,8,1.8888888888888888,1.286204100310025,0
11,11.272727272727273,4.11407581781264,3.4545454545454546,2.9345477075579947,2,18,0,8,3.1818181818181817,1.4658650451451907,0
12,9.25,4.934994089830976,4.833333333333333,2.511086528886561,4,18,0,9,2.5,1.3844373104863459,0
8,9.75,4.264680527307995,3.0,2.5,2,16,0,9,2.625,1.2183492931011204,0
5,11.8,7.626270385975047,4.6,3.006659275674582,2,19,0,9,4.6,0.48989794855663565,0
8,9.25,3.152380053229623,4.875,2.9764702249476644,5,14,1,9,3.375,1.2183492931011204,0
15,9.266666666666667,5.309948733797301,3.466666666666667,2.4997777679003566,1,18,0,9,3.4,1.451436070471816,0
12,11.5,4.627814458971607,4.333333333333333,2.748737083745107,3,17,0,9,3.3333333333333335,1.3743685418725538,0
9,10.333333333333334,4.9216076867444665,4.0,2.9059326290271157,2,18,0,9,2.4444444444444446,1.0657403385139377,0
11,7.818181818181818,5.812497222962102,3.727272727272727,2.525898907172692,1,17,1,9,2.5454545454545454,1.4373989364401725,0
3,7.333333333333333,3.299831645537222,4.0,3.265986323710904,3,11,0,8,3.6666666666666665,1.247219128924647,0
12,10.083333333333334,5.529592108726365,5.0,3.0276503540974917,2,16,0,9,3.4166666666666665,1.3819269959814167,0
9,12.11111111111111,5.645931562627778,3.6666666666666665,3.1269438398822866,2,18,0,8,3.3333333333333335,1.4142135623730951,0
7,8.571428571428571,4.499433070863892,3.2857142857142856,2.5475077857324298,4,16,1,9,3.5714285714285716,1.2936264483053452,0
5,8.6,5.571355310873648,4.4,3.8781438859330635,4,18,0,9,2.2,0.9797958971132712,0
11,9.545454545454545,5.630495478982554,3.909090909090909,2.0650575802910085,2,19,1,7,2.909090909090909,1.5640591394622958,0
5,11.0,7.4565407529228995,3.6,1.8547236990991407,1,18,1,6,3.2,1.6,0
6,11.166666666666666,3.8042374035044424,5.0,4.041451884327381,7,17,0,9,3.5,0.9574271077563381,0
3,9.333333333333334,3.858612300930075,6.0,1.632993161855452,4,13,4,8,3.6666666666666665,0.4714045207910317,0
15,10.466666666666667,5.251877970994968,3.3333333333333335,2.4675674031095665,1,19,0,7,3.1333333333333333,1.2036980056845192,0
7,13.428571428571429,3.8491981672307083,4.714285714285714,3.1943828249996997,6,18,0,9,2.4285714285714284,1.2936264483053452,0
14,12.928571428571429,4.905744238197936,4.785714285714286,2.3353975320388307,3,19,2,9,2.642857142857143,1.0424656799518874,0
7,9.857142857142858,6.174337938564088,5.285714285714286,3.0572763655760995,3,19,1,9,2.4285714285714284,1.4982983545287878,0
15,11.733333333333333,4.122566622330749,5.2,2.6127890589687235,1,19,0,9,3.066666666666667,1.6110727964792761,0
14,10.5,5.261042808091513,4.714285714285714,2.986363565766696,2,18,1,9,2.857142857142857,1.505093393264677,0
4,10.25,3.2691742076555053,5.0,2.0,5,14,3,7,4.0,1.224744871391589,0
7,10.571428571428571,3.6589281356759136,6.142857142857143,2.6418917155581325,4,15,0,8,2.2857142857142856,0.880630571852711,0
6,12.666666666666666,5.120763831912406,2.6666666666666665,1.9720265943665387,7,19,0,5,2.5,1.5,0
9,8.88888888888889,4.9541104021351,4.111111111111111,2.282515398241571,1,18,1,8,3.111111111111111,1.3698697784375504,0
8,12.625,4.151430476353903,4.625,3.1598061649411346,6,18,0,8,3.375,1.3169567191065923,0
3,3.6666666666666665,1.8856180831641267,5.333333333333333,3.0912061651652345,1,5,1,8,3.3333333333333335,1.699673171197595,0
11,10.0,5.9237580209617855,5.636363636363637,2.307014098263549,2,19,1,8,2.727272727272727,1.2128785512842122,0
13,9.846153846153847,6.334838396896396,4.153846153846154,2.4446536280108773,1,19,0,8,3.5384615384615383,1.336780553614059,0
13,10.76923076923077,5.699579554720832,4.0,2.4178820993079553,1,19,0,9,2.6923076923076925,1.4349813927828945,0
5,9.6,6.118823416311342,3.0,2.6832815729997477,3,17,0,8,3.4,0.8,0
12,10.166666666666666,5.367080729368206,5.083333333333333,2.4986107250941583,1,17,1,9,2.4166666666666665,1.3202482931462383,0
12,11.916666666666666,5.122797629767894,5.666666666666667,2.718251071716682,2,19,0,9,3.8333333333333335,0.9860132971832694,0
9,13.555555555555555,4.297573245736381,4.111111111111111,2.4241582476968255,4,19,1,8,2.7777777777777777,1.4740554623801776,0
9,11.88888888888889,4.747969026493666,4.444444444444445,3.2697642154582582,1,18,0,9,3.111111111111111,0.8748897637790901,0
6,10.833333333333334,5.07991688470939,5.166666666666667,2.4094720491334933,4,19,2,9,1.5,1.118033988749895,0
8,9.5,5.385164807134504,4.375,3.119995993587171,1,14,0,8,3.375,1.7275343701356567,0
11,9.454545454545455,5.565537405459625,5.2727272727272725,2.561636873382795,1,18,1,9,3.1818181818181817,1.3360853142453697,0
13,8.538461538461538,5.386812738465107,4.0,2.9612887007569473,1,18,0,9,2.769230769230769,1.249852062251686,0
3,13.666666666666666,1.247219128924647,4.666666666666667,2.357022603955158,12,15,3,8,2.6666666666666665,1.247219128924647,0
11,8.272727272727273,4.807019660509922,4.454545454545454,3.367319850445843,1,15,0,9,3.272727272727273,1.4200453956193917,0
5,10.2,6.997142273814361,3.6,2.1540659228538015,1,19,1,7,2.4,0.8,0
11,13.363636363636363,4.922540498429412,4.0,2.335496832484569,1,19,1,8,2.090909090909091,1.443137078762504,0
7,11.857142857142858,4.453844933748542,4.714285714285714,1.9059520091609046,4,16,2,8,4.142857142857143,1.4568627181693672,0
6,10.333333333333334,4.068851871911234,5.166666666666667,2.733536577809454,5,17,1,8,3.1666666666666665,1.2133516482134197,0
14,8.928571428571429,5.712946271587089,5.142857142857143,2.3861847269271523,1,19,1,9,2.357142857142857,1.1715156762040517,0
8,7.5,5.315072906367325,5.0,3.082207001484488,1,14,0,9,3.5,0.8660254037844386,0
8,11.75,4.763139720814412,5.875,2.7128168017763383,3,17,1,9,3.625,1.4086784586980805,0
8,10.5,4.949747468305833,3.75,2.9047375096555625,1,15,0,9,2.625,0.9921567416492215,0
8,7.75,4.892596447695231,4.0,3.082207001484488,1,15,0,9,2.375,1.2183492931011204,0
13,9.692307692307692,5.796346533472155,4.923076923076923,2.7585263195447856,1,18,0,9,3.1538461538461537,1.2917581249035897,0
4,8.5,6.020797289396148,5.0,2.449489742783178,2,18,3,9,3.0,1.224744871391589,0
9,12.333333333333334,5.830951894845301,3.888888888888889,3.7548322774924,4,19,0,9,2.6666666666666665,1.4907119849998598,0
15,9.466666666666667,5.953896949804295,5.133333333333334,2.4997777679003566,1,19,1,9,2.8666666666666667,1.2578641509408803,0
4,6.75,7.084313657652377,3.0,2.5495097567963922,2,19,0,7,4.25,0.82915619758885,0
7,11.142857142857142,5.914354726995557,3.0,2.6186146828319083,2,18,0,7,2.0,1.3093073414159542,0
5,9.2,5.418486873657627,4.2,2.3151673805580453,2,18,0,7,4.2,1.6000000000000003,0
10,5.7,5.158488150611572,2.6,2.5768197453450252,1,14,0,8,3.3,1.345362404707371,0
8,11.0,5.431390245600108,5.125,2.7128168017763383,3,18,0,8,3.375,1.3169567191065923,0
13,6.384615384615385,4.9851851526214315,4.076923076923077,2.4949653446502853,1,15,0,9,3.230769230769231,1.049090899768143,0
3,8.333333333333334,7.586537784494028,5.333333333333333,3.0912061651652345,2,19,1,8,2.6666666666666665,1.699673171197595,0
7,10.285714285714286,4.462999814803803,3.4285714285714284,2.498979383505129,1,15,0,8,3.4285714285714284,1.2936264483053452,0
6,9.166666666666666,6.491447364716816,4.0,2.309401076758503,2,18,1,8,2.8333333333333335,1.3437096247164249,0
5,13.8,4.261455150532504,5.4,3.3226495451672298,9,19,0,8,3.6,1.019803902718557,0
5,9.4,5.851495535331118,5.4,1.3564659966250536,1,16,4,7,2.0,1.0954451150103321,0
9,10.555555555555555,5.479479113750202,5.444444444444445,2.543449587168799,2,19,0,8,3.4444444444444446,1.0657403385139377,0
15,10.533333333333333,5.92021020647822,4.533333333333333,2.704728370013439,2,19,1,9,2.8666666666666667,1.359738536958076,0
6,5.833333333333333,5.785518319236594,4.833333333333333,2.4776781245530843,1,18,1,9,2.6666666666666665,1.247219128924647,0
8,10.625,5.146297212559725,4.25,3.072051431861127,4,18,0,9,4.25,1.0897247358851685,0
8,10.5,4.183300132670378,4.625,2.117634293262177,6,19,2,8,3.375,1.8666480653835098,0
9,9.555555555555555,5.438772555786852,3.2222222222222223,1.8724777273725242,1,19,0,7,2.6666666666666665,1.5634719199411433,0
5,13.6,3.2,6.6,3.006659275674582,9,19,2,9,3.2,0.9797958971132712,0
14,10.928571428571429,5.133423888237414,4.071428571428571,2.7893748842523767,3,19,0,9,2.642857142857143,1.585971665083894,0
5,15.6,2.939387691339814,3.0,2.0976176963403033,10,18,1,7,2.6,1.624807680927192,0
6,11.833333333333334,2.733536577809454,7.166666666666667,2.5440562537456244,8,16,2,9,3.6666666666666665,1.3743685418725535,0
12,10.25,5.8612427578685615,5.0,2.7688746209726918,1,19,1,9,2.4166666666666665,1.6562172428626492,0
3,11.0,7.118052168020874,3.0,2.943920288775949,1,17,0,7,3.6666666666666665,1.247219128924647,0
6,8.166666666666666,2.1147629234082532,5.0,3.9157800414902435,4,11,0,9,3.3333333333333335,1.1055415967851334,0
15,8.2,5.729456053297439,3.4,2.9393876913398134,1,18,0,9,3.466666666666667,1.5434449203720302,0
12,11.416666666666666,5.808877305947815,4.666666666666667,3.0092450142112983,1,19,0,9,2.1666666666666665,0.9860132971832694,0
6,9.666666666666666,4.921607686744467,4.666666666666667,3.636237371545238,2,16,0,9,2.5,1.118033988749895,0
4,5.0,4.183300132670378,2.5,2.0615528128088303,1,12,0,5,2.5,1.6583123951777,0
7,10.285714285714286,7.145713714514171,6.0,1.1952286093343936,1,19,4,8,3.4285714285714284,1.049781318335648,0
7,12.0,4.47213595499958,5.857142857142857,1.2453996981544782,5,17,4,8,3.142857142857143,1.355261854357877,0
13,9.23076923076923,7.01815060181972,4.230769230769231,2.965282348830213,1,19,0,9,3.076923076923077,1.327898192433236,0
3,14.333333333333334,1.247219128924647,6.0,1.4142135623730951,13,16,5,8,3.6666666666666665,0.9428090415820634,0
3,8.333333333333334,4.4969125210773475,7.333333333333333,1.247219128924647,2,12,6,9,3.6666666666666665,1.8856180831641267,0
5,6.0,3.4641016151377544,5.2,1.6,2,11,3,7,2.8,1.469693845669907,0
3,9.333333333333334,5.436502143433364,3.0,1.632993161855452,2,15,1,5,3.0,1.632993161855452,0
4,10.0,2.23606797749979,6.25,1.920286436967152,7,13,4,9,2.5,1.118033988749895,0
12,9.666666666666666,6.859705209085559,3.3333333333333335,2.7182510717166815,1,19,0,8,3.1666666666666665,1.3437096247164249,0
5,5.8,6.209669878504009,6.2,2.7856776554368237,2,18,2,9,3.6,1.019803902718557,0
9,10.222222222222221,5.492980930803678,5.444444444444445,3.130889511912305,3,18,0,9,4.222222222222222,1.314684396244359,0
14,9.071428571428571,4.3005694924258195,2.7142857142857144,2.343031352408104,1,16,0,7,3.0,1.3093073414159542,0
13,8.538461538461538,6.5235123221889815,4.384615384615385,2.5279502654084594,1,19,1,8,3.8461538461538463,1.2917581249035897,0
10,9.6,5.571355310873647,4.8,2.3579652245103193,2,18,0,9,2.2,1.32664991614216,0
11,10.272727272727273,4.329411236287512,4.0,2.6285149626910838,3,19,1,9,3.0,1.2060453783110545,0
15,9.866666666666667,5.66705880996091,4.733333333333333,2.862788073811185,1,19,0,9,2.6666666666666665,1.247219128924647,0
4,13.5,7.399324293474371,3.25,3.418698582794336,1,19,0,8,2.5,1.118033988749895,0
8,12.625,3.7728470681966426,4.375,3.3888604279314896,4,16,0,9,2.75,1.7853571071357126,0
6,14.666666666666666,4.14996653266291,3.3333333333333335,2.0548046676563256,6,19,1,6,2.3333333333333335,1.1055415967851332,0
14,10.071428571428571,5.063373885270652,4.0,2.7255405754769875,4,19,0,9,3.7142857142857144,1.3850513878332371,0
12,9.416666666666666,5.722154800034297,4.583333333333333,3.3281209246193093,1,18,0,9,2.9166666666666665,1.1873172373979173,0
7,9.428571428571429,5.150787536377128,5.714285714285714,2.7105237087157534,3,18,1,9,3.2857142857142856,1.577908716741037,0
7,8.714285714285714,5.3375833406484015,4.285714285714286,2.1189138534559038,1,17,2,7,2.857142857142857,1.456862718169367,0
12,7.5,4.349329450233296,3.25,2.203217344400381,1,15,0,7,2.9166666666666665,1.6051133570215186,0
8,11.625,3.7728470681966426,2.5,3.24037034920393,3,15,0,8,3.0,1.224744871391589,0
6,11.833333333333334,5.520165053893065,6.666666666666667,1.4907119849998596,3,19,5,9,3.3333333333333335,1.3743685418725535,0
7,8.142857142857142,6.197431989566818,6.285714285714286,2.249716535431946,1,17,3,9,3.142857142857143,0.9897433186107869,0
3,5.666666666666667,4.496912521077347,2.0,0.816496580927726,2,12,1,3,2.0,1.4142135623730951,0
3,15.0,4.96655480858378,5.666666666666667,1.247219128924647,8,19,4,7,3.6666666666666665,1.247219128924647,0
12,10.5,5.008326400438906,4.666666666666667,2.0138409955990957,2,19,1,7,2.9166666666666665,1.3819269959814167,0
13,9.846153846153847,5.8421038603223145,5.153846153846154,2.537295769610868,2,18,1,9,3.1538461538461537,1.4595127662315597,0
13,9.692307692307692,4.630743674859204,4.769230769230769,2.2241280453539938,1,19,1,9,3.3846153846153846,1.146128032750103,0
7,8.285714285714286,5.573259772323188,4.571428571428571,2.9207211857515536,1,17,1,9,3.0,1.3093073414159542,0
15,11.466666666666667,5.463413666279434,4.466666666666667,2.186829262247563,3,18,0,7,2.466666666666667,1.0241527663824812,0
13,9.461538461538462,6.033437400346947,4.615384615384615,3.3406231924013023,1,19,0,9,4.076923076923077,1.071414482860317,0
9,9.11111111111111,4.483164667073781,3.3333333333333335,2.9059326290271157,2,17,0,9,4.0,0.816496580927726,0
12,11.083333333333334,4.231987975198207,4.833333333333333,3.4115815817431203,4,17,0,9,2.8333333333333335,1.5723301886761005,0
3,13.333333333333334,3.7712361663282534,3.0,2.160246899469287,8,16,0,5,3.0,1.4142135623730951,0
7,10.428571428571429,4.981598792617913,3.2857142857142856,3.0572763655760995,4,19,0,8,2.857142857142857,1.456862718169367,0
4,10.25,1.920286436967152,2.0,1.224744871391589,7,12,0,3,2.75,1.299038105676658,0
13,10.307692307692308,4.444263638662858,4.615384615384615,2.8699627855657894,4,19,0,9,2.923076923076923,1.3846153846153846,0
15,11.666666666666666,5.557777333511022,3.933333333333333,2.6948510575210314,1,19,0,9,3.6,1.5832456116050557,0
4,8.75,5.11737237261468,2.25,1.7853571071357126,3,17,0,5,3.75,1.6393596310755,0
15,9.266666666666667,5.697562831792399,4.333333333333333,3.6270588023294517,2,19,0,9,2.6666666666666665,0.9428090415820632,0
7,13.857142857142858,6.288960200872897,3.857142857142857,3.136356914300021,3,19,0,9,2.857142857142857,1.355261854357877,0
6,9.0,4.47213595499958,4.5,3.1490739379485304,4,16,0,8,2.8333333333333335,1.3437096247164249,0
8,11.0,4.636809247747852,4.75,2.947456530637899,6,18,0,9,3.875,0.7806247497997998,0
8,7.75,3.929058411375428,5.875,3.1399641717701177,2,15,1,9,3.75,1.479019945774904,0
10,10.4,6.2641839053463295,3.9,2.662705391138869,2,19,0,8,3.4,1.019803902718557,0
4,10.0,4.183300132670378,5.0,2.8284271247461903,3,14,1,9,2.75,1.7853571071357126,0
13,7.461538461538462,6.488040887372167,5.3076923076923075,2.4925925763107153,1,19,0,9,2.8461538461538463,1.2917581249035897,0
12,12.25,5.198156724583565,3.4166666666666665,2.5317429218272185,3,19,0,9,2.8333333333333335,1.5723301886761005,0
11,11.454545454545455,5.176233034722458,5.545454545454546,2.3496087242400154,2,19,2,9,2.8181818181818183,1.6414063713879807,0
10,11.6,5.083306010855534,5.3,3.287856444554719,1,19,1,9,2.1,1.3,0
9,9.333333333333334,5.374838498865699,4.111111111111111,3.034777840832814,2,19,0,9,2.7777777777777777,1.0304020550550783,0
6,10.5,5.795112883571237,4.833333333333333,3.131382371342656,3,18,0,8,3.1666666666666665,1.462494064565354,0
10,11.2,4.874423042781577,4.1,2.947880594596735,1,18,0,8,3.2,1.16619037896906,0
3,6.666666666666667,5.2493385826745405,4.666666666666667,3.2998316455372216,2,14,1,9,4.0,0.816496580927726,0
6,10.5,4.425306015783918,5.166666666666667,1.7716909687891083,5,17,2,7,1.8333333333333333,1.462494064565354,0
5,8.4,3.9799497484264803,4.8,3.6,3,15,0,9,2.2,1.16619037896906,0
